GEMS Station Number;Sample Date;Sample Time;Depth;Parameter Code;Analysis Method Code;Value Flags;Value;Unit;Data Quality;Status
ZAF00164;1991-07-24;12:40;0.0;Alk-Tot;0;;36.8;mg/l;Fair;
ZAF00164;1991-09-18;14:35;0.0;Alk-Tot;0;;38.1;mg/l;Fair;
ZAF00164;1991-12-11;16:15;0.0;Alk-Tot;0;;20.9;mg/l;Fair;
ZAF00164;1992-02-05;15:45;0.0;Alk-Tot;0;;27.0;mg/l;Fair;
ZAF00164;1992-04-01;07:25;0.0;Alk-Tot;0;;31.3;mg/l;Fair;
ZAF00164;1992-05-26;17:55;0.0;Alk-Tot;0;;36.9;mg/l;Fair;
ZAF00164;1992-07-21;17:50;0.0;Alk-Tot;0;;46.6;mg/l;Fair;
ZAF00164;1992-09-16;07:45;0.0;Alk-Tot;0;;47.7;mg/l;Fair;
ZAF00164;1992-11-10;18:10;0.0;Alk-Tot;0;;26.5;mg/l;Fair;
ZAF00164;1993-01-05;16:55;0.0;Alk-Tot;0;;14.8;mg/l;Fair;
ZAF00164;1993-03-02;16:40;0.0;Alk-Tot;0;;31.3;mg/l;Fair;
ZAF00164;1993-04-27;18:45;0.0;Alk-Tot;0;;23.5;mg/l;Fair;
ZAF00164;1993-07-20;15:45;0.0;Alk-Tot;0;;42.1;mg/l;Fair;
ZAF00164;1993-09-14;13:45;0.0;Alk-Tot;0;;42.1;mg/l;Fair;
ZAF00164;1993-11-09;15:45;0.0;Alk-Tot;0;;30.8;mg/l;Fair;
ZAF00164;1993-12-07;15:50;0.0;Alk-Tot;0;;20.0;mg/l;Fair;
ZAF00164;1995-11-07;13:50;0.0;Alk-Tot;0;;34.3;mg/l;Fair;
ZAF00164;1995-09-12;13:40;0.0;Alk-Tot;0;;51.0;mg/l;Fair;
ZAF00164;1995-07-11;17:30;0.0;Alk-Tot;0;;37.7;mg/l;Fair;
ZAF00164;1995-06-06;17:35;0.0;Alk-Tot;0;;35.4;mg/l;Fair;
ZAF00164;1995-03-08;13:30;0.0;Alk-Tot;0;;28.9;mg/l;Fair;
ZAF00164;1995-01-10;17:25;0.0;Alk-Tot;0;;30.4;mg/l;Fair;
ZAF00164;1994-10-25;14:55;0.0;Alk-Tot;0;;42.7;mg/l;Fair;
ZAF00164;1994-08-30;16:10;0.0;Alk-Tot;0;;36.0;mg/l;Fair;
ZAF00164;1994-06-28;15:05;0.0;Alk-Tot;0;;41.1;mg/l;Fair;
ZAF00164;1994-03-30;13:25;0.0;Alk-Tot;0;;28.5;mg/l;Fair;
ZAF00164;1994-05-03;16:00;0.0;Alk-Tot;0;;33.2;mg/l;Fair;
ZAF00164;1994-08-02;15:40;0.0;Alk-Tot;0;;39.5;mg/l;Fair;
ZAF00164;1994-09-28;14:40;0.0;Alk-Tot;0;;47.0;mg/l;Fair;
ZAF00164;1994-11-29;07:00;0.0;Alk-Tot;0;;40.3;mg/l;Fair;
ZAF00164;1995-02-09;13:30;0.0;Alk-Tot;0;;28.8;mg/l;Fair;
ZAF00164;1995-05-09;16:30;0.0;Alk-Tot;0;;32.0;mg/l;Fair;
ZAF00164;1995-07-04;17:25;0.0;Alk-Tot;0;;35.2;mg/l;Fair;
ZAF00164;1995-08-08;12:45;0.0;Alk-Tot;0;;34.9;mg/l;Fair;
ZAF00164;1995-10-10;13:15;0.0;Alk-Tot;0;;49.6;mg/l;Fair;
ZAF00164;2014-09-19;12:00;0.0;Alk-Tot;0;;54.4;mg/l;Fair;
ZAF00164;2014-09-05;12:00;0.0;Alk-Tot;0;;49.7;mg/l;Fair;
ZAF00164;2014-08-15;12:00;0.0;Alk-Tot;0;;45.0;mg/l;Fair;
ZAF00164;2014-08-01;12:00;0.0;Alk-Tot;0;;43.8;mg/l;Fair;
ZAF00164;2014-07-18;12:00;0.0;Alk-Tot;0;;46.1;mg/l;Fair;
ZAF00164;2014-06-25;12:00;0.0;Alk-Tot;0;;43.6;mg/l;Fair;
ZAF00164;2014-06-13;12:00;0.0;Alk-Tot;0;;41.9;mg/l;Fair;
ZAF00164;2014-05-19;13:30;0.0;Alk-Tot;0;;32.224;mg/l;Fair;
ZAF00164;2014-05-02;12:00;0.0;Alk-Tot;0;;37.9;mg/l;Fair;
ZAF00164;2014-04-16;12:00;0.0;Alk-Tot;0;;37.3;mg/l;Fair;
ZAF00164;2014-03-24;13:15;0.0;Alk-Tot;0;;30.112;mg/l;Fair;
ZAF00164;2014-03-05;12:00;0.0;Alk-Tot;0;;20.8;mg/l;Fair;
ZAF00164;2014-02-19;12:00;0.0;Alk-Tot;0;;27.6;mg/l;Fair;
ZAF00164;2014-01-22;12:00;0.0;Alk-Tot;0;;21.6;mg/l;Fair;
ZAF00164;2013-12-27;12:00;0.0;Alk-Tot;0;;15.5;mg/l;Fair;
ZAF00164;2013-11-29;12:00;0.0;Alk-Tot;0;;22.5;mg/l;Fair;
ZAF00164;2013-11-14;12:00;0.0;Alk-Tot;0;;38.7;mg/l;Fair;
ZAF00164;2013-10-28;12:20;0.0;Alk-Tot;0;;38.192;mg/l;Fair;
ZAF00164;2013-10-03;12:00;0.0;Alk-Tot;0;;53.0;mg/l;Fair;
ZAF00164;2013-09-20;12:00;0.0;Alk-Tot;0;;49.9;mg/l;Fair;
ZAF00164;2013-09-02;12:40;0.0;Alk-Tot;0;;53.747;mg/l;Fair;
ZAF00164;2013-08-16;12:00;0.0;Alk-Tot;0;;44.6;mg/l;Fair;
ZAF00164;2013-08-02;12:00;0.0;Alk-Tot;0;;42.0;mg/l;Fair;
ZAF00164;2013-07-18;12:00;0.0;Alk-Tot;0;;41.2;mg/l;Fair;
ZAF00164;2013-06-28;12:00;0.0;Alk-Tot;0;;38.9;mg/l;Fair;
ZAF00164;2013-06-14;12:00;0.0;Alk-Tot;0;;43.3;mg/l;Fair;
ZAF00164;2013-05-31;12:00;0.0;Alk-Tot;0;;39.1;mg/l;Fair;
ZAF00164;2013-05-13;15:50;0.0;Alk-Tot;0;;29.141;mg/l;Fair;
ZAF00164;2013-04-17;12:00;0.0;Alk-Tot;0;;32.3;mg/l;Fair;
ZAF00164;2013-04-03;12:00;0.0;Alk-Tot;0;;25.1;mg/l;Fair;
ZAF00164;2013-03-18;15:30;0.0;Alk-Tot;0;;33.399;mg/l;Fair;
ZAF00164;2013-02-20;12:00;0.0;Alk-Tot;0;;26.2;mg/l;Fair;
ZAF00164;2013-02-06;12:00;0.0;Alk-Tot;0;;28.4;mg/l;Fair;
ZAF00164;2013-01-09;12:00;0.0;Alk-Tot;0;;30.3;mg/l;Fair;
ZAF00164;2012-12-03;12:25;0.0;Alk-Tot;0;;25.979;mg/l;Fair;
ZAF00164;2012-10-08;12:45;0.0;Alk-Tot;0;;33.124;mg/l;Fair;
ZAF00164;2012-08-13;13:30;0.0;Alk-Tot;0;;37.475;mg/l;Fair;
ZAF00164;2012-06-18;13:25;0.0;Alk-Tot;0;;37.11;mg/l;Fair;
ZAF00164;2012-04-23;12:25;0.0;Alk-Tot;0;;34.688;mg/l;Fair;
ZAF00164;2012-03-05;13:30;0.0;Alk-Tot;0;;34.121;mg/l;Fair;
ZAF00164;2012-01-06;13:20;0.0;Alk-Tot;0;;21.795;mg/l;Fair;
ZAF00164;2011-10-24;12:35;0.0;Alk-Tot;0;;35.559;mg/l;Fair;
ZAF00164;2011-08-01;13:25;0.0;Alk-Tot;0;;23.488;mg/l;Fair;
ZAF00164;2011-06-06;13:30;0.0;Alk-Tot;0;;21.351;mg/l;Fair;
ZAF00164;2011-04-11;13:30;0.0;Alk-Tot;0;;23.858;mg/l;Fair;
ZAF00164;2011-02-14;13:15;0.0;Alk-Tot;0;;19.682;mg/l;Fair;
ZAF00164;2009-09-07;12:55;0.0;Alk-Tot;0;;43.202;mg/l;Fair;
ZAF00164;2009-07-13;13:05;0.0;Alk-Tot;0;;43.344;mg/l;Fair;
ZAF00164;2009-05-18;13:25;0.0;Alk-Tot;0;;31.274;mg/l;Fair;
ZAF00164;2009-02-23;13:00;0.0;Alk-Tot;0;;14.885;mg/l;Fair;
ZAF00164;2008-12-01;16:05;0.0;Alk-Tot;0;;26.031;mg/l;Fair;
ZAF00164;2008-10-06;15:10;0.0;Alk-Tot;0;;32.5;mg/l;Fair;
ZAF00164;2008-08-11;13:50;0.0;Alk-Tot;0;;24.688;mg/l;Fair;
ZAF00164;2008-05-19;14:10;0.0;Alk-Tot;0;;30.572;mg/l;Fair;
ZAF00164;2008-03-24;11:35;0.0;Alk-Tot;0;;17.548;mg/l;Fair;
ZAF00164;2008-01-28;13:53;0.0;Alk-Tot;0;;29.633;mg/l;Fair;
ZAF00164;2007-12-03;15:11;0.0;Alk-Tot;0;;15.021;mg/l;Fair;
ZAF00164;2007-10-11;10:00;0.0;Alk-Tot;0;;19.232;mg/l;Fair;
ZAF00164;2007-08-13;15:20;0.0;Alk-Tot;0;;43.889;mg/l;Fair;
ZAF00164;2007-05-21;12:55;0.0;Alk-Tot;0;;32.349;mg/l;Fair;
ZAF00164;2007-03-26;13:50;0.0;Alk-Tot;0;;28.908;mg/l;Fair;
ZAF00164;2007-01-30;06:55;0.0;Alk-Tot;0;;14.479;mg/l;Fair;
ZAF00164;2006-11-20;14:10;0.0;Alk-Tot;0;;41.979;mg/l;Fair;
ZAF00164;2006-10-23;10:00;0.0;Alk-Tot;0;;29.399;mg/l;Fair;
ZAF00164;2006-09-25;12:40;0.0;Alk-Tot;0;;50.701;mg/l;Fair;
ZAF00164;2006-08-28;14:55;0.0;Alk-Tot;0;;33.562;mg/l;Fair;
ZAF00164;2006-06-05;13:55;0.0;Alk-Tot;0;;30.571;mg/l;Fair;
ZAF00164;2006-04-17;11:40;0.0;Alk-Tot;0;;28.691;mg/l;Fair;
ZAF00164;2006-02-20;13:30;0.0;Alk-Tot;0;;22.238;mg/l;Fair;
ZAF00164;2005-11-30;13:20;0.0;Alk-Tot;0;;27.161;mg/l;Fair;
ZAF00164;2005-10-03;11:49;0.0;Alk-Tot;0;;48.067;mg/l;Fair;
ZAF00164;2005-07-11;13:15;0.0;Alk-Tot;0;;41.523;mg/l;Fair;
ZAF00164;2005-05-17;11:40;0.0;Alk-Tot;0;;40.931;mg/l;Fair;
ZAF00164;2005-03-21;11:50;0.0;Alk-Tot;0;;26.729;mg/l;Fair;
ZAF00164;2004-11-30;07:20;0.0;Alk-Tot;0;;19.322;mg/l;Fair;
ZAF00164;2004-10-04;12:55;0.0;Alk-Tot;0;;36.432;mg/l;Fair;
ZAF00164;2004-06-14;14:05;0.0;Alk-Tot;0;;39.083;mg/l;Fair;
ZAF00164;2004-04-19;13:05;0.0;Alk-Tot;0;;36.081;mg/l;Fair;
ZAF00164;2004-02-25;11:40;0.0;Alk-Tot;0;;27.982;mg/l;Fair;
ZAF00164;2003-12-10;14:15;0.0;Alk-Tot;0;;30.81;mg/l;Fair;
ZAF00164;2003-09-24;14:30;0.0;Alk-Tot;0;;37.444;mg/l;Fair;
ZAF00164;2003-07-30;14:50;0.0;Alk-Tot;0;;41.645;mg/l;Fair;
ZAF00164;2003-06-04;15:05;0.0;Alk-Tot;0;;34.472;mg/l;Fair;
ZAF00164;2003-04-09;13:40;0.0;Alk-Tot;0;;23.165;mg/l;Fair;
ZAF00164;2003-02-12;14:45;0.0;Alk-Tot;0;;20.277;mg/l;Fair;
ZAF00164;2002-11-20;13:50;0.0;Alk-Tot;0;;21.27;mg/l;Fair;
ZAF00164;2002-10-23;14:00;0.0;Alk-Tot;0;;30.71;mg/l;Fair;
ZAF00164;2002-08-28;13:40;0.0;Alk-Tot;0;;30.057;mg/l;Fair;
ZAF00164;2002-07-03;15:00;0.0;Alk-Tot;0;;36.245;mg/l;Fair;
ZAF00164;2002-05-08;15:05;0.0;Alk-Tot;0;;35.872;mg/l;Fair;
ZAF00164;2002-02-13;14:20;0.0;Alk-Tot;0;;21.764;mg/l;Fair;
ZAF00164;2001-12-20;14:00;0.0;Alk-Tot;0;;23.868;mg/l;Fair;
ZAF00164;2001-10-31;14:35;0.0;Alk-Tot;0;;26.743;mg/l;Fair;
ZAF00164;2001-09-05;13:45;0.0;Alk-Tot;0;;35.035;mg/l;Fair;
ZAF00164;2001-07-11;14:20;0.0;Alk-Tot;0;;35.866;mg/l;Fair;
ZAF00164;2001-05-16;15:00;0.0;Alk-Tot;0;;29.922;mg/l;Fair;
ZAF00164;2001-03-22;11:50;0.0;Alk-Tot;0;;25.709;mg/l;Fair;
ZAF00164;2000-11-28;16:10;0.0;Alk-Tot;0;;19.058;mg/l;Fair;
ZAF00164;2000-09-12;16:40;0.0;Alk-Tot;0;;45.632;mg/l;Fair;
ZAF00164;2000-07-18;17:45;0.0;Alk-Tot;0;;42.413;mg/l;Fair;
ZAF00164;2000-05-23;18:25;0.0;Alk-Tot;0;;38.235;mg/l;Fair;
ZAF00164;2000-03-28;18:10;0.0;Alk-Tot;0;;30.33;mg/l;Fair;
ZAF00164;2000-02-01;17:30;0.0;Alk-Tot;0;;24.315;mg/l;Fair;
ZAF00164;1999-12-07;18:10;0.0;Alk-Tot;0;;23.245;mg/l;Fair;
ZAF00164;1999-10-12;16:55;0.0;Alk-Tot;0;;39.56;mg/l;Fair;
ZAF00164;1999-08-17;17:15;0.0;Alk-Tot;0;;42.3;mg/l;Fair;
ZAF00164;1999-06-23;07:20;0.0;Alk-Tot;0;;38.4;mg/l;Fair;
ZAF00164;1999-03-30;18:10;0.0;Alk-Tot;0;;30.3;mg/l;Fair;
ZAF00164;1999-02-02;18:50;0.0;Alk-Tot;0;;18.9;mg/l;Fair;
ZAF00164;1998-12-01;17:30;0.0;Alk-Tot;0;;12.8;mg/l;Fair;
ZAF00164;1998-10-06;16:55;0.0;Alk-Tot;0;;50.6;mg/l;Fair;
ZAF00164;1998-08-11;16:40;0.0;Alk-Tot;0;;49.2;mg/l;Fair;
ZAF00164;1998-06-09;17:10;0.0;Alk-Tot;0;;42.7;mg/l;Fair;
ZAF00164;1998-04-14;16:55;0.0;Alk-Tot;0;;21.0;mg/l;Fair;
ZAF00164;1998-02-17;17:30;0.0;Alk-Tot;0;;17.0;mg/l;Fair;
ZAF00164;1997-12-02;17:25;0.0;Alk-Tot;0;;20.7;mg/l;Fair;
ZAF00164;1997-10-07;17:00;0.0;Alk-Tot;0;;47.1;mg/l;Fair;
ZAF00164;1997-08-14;19:00;0.0;Alk-Tot;0;;36.2;mg/l;Fair;
ZAF00164;1997-06-19;17:20;0.0;Alk-Tot;0;;20.2;mg/l;Fair;
ZAF00164;1997-04-22;17:25;0.0;Alk-Tot;0;;35.3;mg/l;Fair;
ZAF00164;1997-02-25;18:30;0.0;Alk-Tot;0;;34.0;mg/l;Fair;
ZAF00164;1996-12-19;16:50;0.0;Alk-Tot;0;;29.2;mg/l;Fair;
ZAF00164;1996-11-04;14:55;0.0;Alk-Tot;0;;54.6;mg/l;Fair;
ZAF00164;1996-09-10;18:00;0.0;Alk-Tot;0;;33.2;mg/l;Fair;
ZAF00164;1996-07-16;18:00;0.0;Alk-Tot;0;;29.8;mg/l;Fair;
ZAF00164;1996-05-07;18:55;0.0;Alk-Tot;0;;31.9;mg/l;Fair;
ZAF00164;1996-02-13;19:20;0.0;Alk-Tot;0;;21.5;mg/l;Fair;
ZAF00164;1996-01-15;16:10;0.0;Alk-Tot;0;;39.9;mg/l;Fair;
ZAF00164;1995-12-12;14:35;0.0;Alk-Tot;0;;29.8;mg/l;Fair;
ZAF00164;1996-01-16;19:00;0.0;Alk-Tot;0;;21.9;mg/l;Fair;
ZAF00164;1996-03-26;17:45;0.0;Alk-Tot;0;;23.4;mg/l;Fair;
ZAF00164;1996-06-18;19:45;0.0;Alk-Tot;0;;40.0;mg/l;Fair;
ZAF00164;1996-08-13;16:25;0.0;Alk-Tot;0;;32.0;mg/l;Fair;
ZAF00164;1996-10-10;07:10;0.0;Alk-Tot;0;;37.3;mg/l;Fair;
ZAF00164;1996-12-05;05:55;0.0;Alk-Tot;0;;27.6;mg/l;Fair;
ZAF00164;1997-01-30;18:50;0.0;Alk-Tot;0;;25.0;mg/l;Fair;
ZAF00164;1997-03-25;18:10;0.0;Alk-Tot;0;;21.7;mg/l;Fair;
ZAF00164;1997-05-20;19:05;0.0;Alk-Tot;0;;39.1;mg/l;Fair;
ZAF00164;1997-07-17;19:30;0.0;Alk-Tot;0;;28.2;mg/l;Fair;
ZAF00164;1997-09-11;18:55;0.0;Alk-Tot;0;;38.9;mg/l;Fair;
ZAF00164;1997-11-04;18:15;0.0;Alk-Tot;0;;29.3;mg/l;Fair;
ZAF00164;1997-12-29;16:25;0.0;Alk-Tot;0;;53.1;mg/l;Fair;
ZAF00164;1998-03-17;16:20;0.0;Alk-Tot;0;;23.5;mg/l;Fair;
ZAF00164;1998-05-12;17:20;0.0;Alk-Tot;0;;39.3;mg/l;Fair;
ZAF00164;1998-07-14;17:25;0.0;Alk-Tot;0;;45.2;mg/l;Fair;
ZAF00164;1998-09-07;13:50;0.0;Alk-Tot;0;;69.6;mg/l;Fair;
ZAF00164;1998-11-03;17:50;0.0;Alk-Tot;0;;45.9;mg/l;Fair;
ZAF00164;1999-01-05;17:15;0.0;Alk-Tot;0;;21.0;mg/l;Fair;
ZAF00164;1999-03-02;18:15;0.0;Alk-Tot;0;;29.5;mg/l;Fair;
ZAF00164;1999-04-27;17:20;0.0;Alk-Tot;0;;32.5;mg/l;Fair;
ZAF00164;1999-07-20;17:10;0.0;Alk-Tot;0;;41.9;mg/l;Fair;
ZAF00164;1999-09-14;18:05;0.0;Alk-Tot;0;;47.1;mg/l;Fair;
ZAF00164;1999-11-09;17:40;0.0;Alk-Tot;0;;29.925;mg/l;Fair;
ZAF00164;2000-01-04;18:30;0.0;Alk-Tot;0;;13.252;mg/l;Fair;
ZAF00164;2000-02-28;16:24;0.0;Alk-Tot;0;;28.841;mg/l;Fair;
ZAF00164;2000-04-25;17:50;0.0;Alk-Tot;0;;28.541;mg/l;Fair;
ZAF00164;2000-06-20;17:20;0.0;Alk-Tot;0;;39.2;mg/l;Fair;
ZAF00164;2000-08-15;17:35;0.0;Alk-Tot;0;;42.878;mg/l;Fair;
ZAF00164;2000-10-10;16:45;0.0;Alk-Tot;0;;31.623;mg/l;Fair;
ZAF00164;2001-02-22;16:55;0.0;Alk-Tot;0;;28.09;mg/l;Fair;
ZAF00164;2001-04-19;13:45;0.0;Alk-Tot;0;;24.785;mg/l;Fair;
ZAF00164;2001-06-13;15:10;0.0;Alk-Tot;0;;26.669;mg/l;Fair;
ZAF00164;2001-08-08;14:05;0.0;Alk-Tot;0;;39.483;mg/l;Fair;
ZAF00164;2001-10-03;14:05;0.0;Alk-Tot;0;;30.519;mg/l;Fair;
ZAF00164;2001-11-28;15:00;0.0;Alk-Tot;0;;22.424;mg/l;Fair;
ZAF00164;2002-01-17;09:00;0.0;Alk-Tot;0;;28.471;mg/l;Fair;
ZAF00164;2002-04-10;13:40;0.0;Alk-Tot;0;;37.794;mg/l;Fair;
ZAF00164;2002-06-05;13:35;0.0;Alk-Tot;0;;32.565;mg/l;Fair;
ZAF00164;2002-07-31;14:35;0.0;Alk-Tot;0;;20.289;mg/l;Fair;
ZAF00164;2002-09-25;14:40;0.0;Alk-Tot;0;;28.682;mg/l;Fair;
ZAF00164;2002-11-15;14:35;0.0;Alk-Tot;0;;19.209;mg/l;Fair;
ZAF00164;2002-12-18;12:45;0.0;Alk-Tot;0;;25.523;mg/l;Fair;
ZAF00164;2003-03-12;14:45;0.0;Alk-Tot;0;;30.017;mg/l;Fair;
ZAF00164;2003-05-07;16:40;0.0;Alk-Tot;0;;34.383;mg/l;Fair;
ZAF00164;2003-07-02;16:00;0.0;Alk-Tot;0;;36.499;mg/l;Fair;
ZAF00164;2003-08-27;15:15;0.0;Alk-Tot;0;;43.599;mg/l;Fair;
ZAF00164;2003-11-19;15:00;0.0;Alk-Tot;0;;27.805;mg/l;Fair;
ZAF00164;2004-01-28;13:25;0.0;Alk-Tot;0;;32.506;mg/l;Fair;
ZAF00164;2004-01-28;14:40;0.0;Alk-Tot;0;;29.536;mg/l;Fair;
ZAF00164;2004-03-23;13:25;0.0;Alk-Tot;0;;27.055;mg/l;Fair;
ZAF00164;2004-05-17;13:50;0.0;Alk-Tot;0;;28.923;mg/l;Fair;
ZAF00164;2004-07-12;13:35;0.0;Alk-Tot;0;;34.74;mg/l;Fair;
ZAF00164;2004-11-01;15:40;0.0;Alk-Tot;0;;25.191;mg/l;Fair;
ZAF00164;2005-01-03;12:00;0.0;Alk-Tot;0;;18.68;mg/l;Fair;
ZAF00164;2005-04-19;10:30;0.0;Alk-Tot;0;;28.146;mg/l;Fair;
ZAF00164;2005-06-13;12:40;0.0;Alk-Tot;0;;39.901;mg/l;Fair;
ZAF00164;2005-09-05;12:55;0.0;Alk-Tot;0;;44.469;mg/l;Fair;
ZAF00164;2005-11-28;12:15;0.0;Alk-Tot;0;;38.502;mg/l;Fair;
ZAF00164;2006-01-30;15:15;0.0;Alk-Tot;0;;21.704;mg/l;Fair;
ZAF00164;2006-03-22;10:50;0.0;Alk-Tot;0;;24.473;mg/l;Fair;
ZAF00164;2006-05-15;13:10;0.0;Alk-Tot;0;;37.756;mg/l;Fair;
ZAF00164;2006-07-31;15:27;0.0;Alk-Tot;0;;39.043;mg/l;Fair;
ZAF00164;2006-08-31;10:20;0.0;Alk-Tot;0;;39.28;mg/l;Fair;
ZAF00164;2006-09-28;10:18;0.0;Alk-Tot;0;;46.947;mg/l;Fair;
ZAF00164;2006-11-12;12:59;0.0;Alk-Tot;0;;25.83;mg/l;Fair;
ZAF00164;2007-01-08;13:48;0.0;Alk-Tot;0;;25.83;mg/l;Fair;
ZAF00164;2007-02-26;13:40;0.0;Alk-Tot;0;;29.808;mg/l;Fair;
ZAF00164;2007-04-23;12:20;0.0;Alk-Tot;0;;28.558;mg/l;Fair;
ZAF00164;2007-07-16;12:35;0.0;Alk-Tot;0;;30.916;mg/l;Fair;
ZAF00164;2007-09-10;13:15;0.0;Alk-Tot;0;;43.697;mg/l;Fair;
ZAF00164;2007-11-05;14:10;0.0;Alk-Tot;0;;13.608;mg/l;Fair;
ZAF00164;2008-01-01;11:10;0.0;Alk-Tot;0;;26.386;mg/l;Fair;
ZAF00164;2008-02-25;12:50;0.0;Alk-Tot;0;;32.314;mg/l;Fair;
ZAF00164;2008-04-21;13:45;0.0;Alk-Tot;0;;24.067;mg/l;Fair;
ZAF00164;2008-06-16;12:10;0.0;Alk-Tot;0;;37.846;mg/l;Fair;
ZAF00164;2008-11-04;07:30;0.0;Alk-Tot;0;;40.544;mg/l;Fair;
ZAF00164;2009-01-26;14:05;0.0;Alk-Tot;0;;20.926;mg/l;Fair;
ZAF00164;2009-03-23;13:40;0.0;Alk-Tot;0;;29.917;mg/l;Fair;
ZAF00164;2009-06-15;13:50;0.0;Alk-Tot;0;;56.302;mg/l;Fair;
ZAF00164;2009-08-11;11:00;0.0;Alk-Tot;0;;37.699;mg/l;Fair;
ZAF00164;2010-09-02;09:55;0.0;Alk-Tot;0;;47.16;mg/l;Fair;
ZAF00164;2011-03-14;12:55;0.0;Alk-Tot;0;;17.93;mg/l;Fair;
ZAF00164;2011-05-09;12:20;0.0;Alk-Tot;0;;32.037;mg/l;Fair;
ZAF00164;2011-07-04;12:45;0.0;Alk-Tot;0;;35.782;mg/l;Fair;
ZAF00164;2011-09-26;11:31;0.0;Alk-Tot;0;;35.033;mg/l;Fair;
ZAF00164;2011-11-21;12:30;0.0;Alk-Tot;0;;44.078;mg/l;Fair;
ZAF00164;2012-01-09;12:50;0.0;Alk-Tot;0;;26.654;mg/l;Fair;
ZAF00164;2012-03-26;13:40;0.0;Alk-Tot;0;;35.412;mg/l;Fair;
ZAF00164;2012-05-21;12:55;0.0;Alk-Tot;0;;40.512;mg/l;Fair;
ZAF00164;2012-07-16;13:00;0.0;Alk-Tot;0;;45.456;mg/l;Fair;
ZAF00164;2012-09-10;13:30;0.0;Alk-Tot;0;;17.133;mg/l;Fair;
ZAF00164;2012-11-05;12:30;0.0;Alk-Tot;0;;23.623;mg/l;Fair;
ZAF00164;2013-01-07;12:20;0.0;Alk-Tot;0;;31.847;mg/l;Fair;
ZAF00164;2013-01-23;12:00;0.0;Alk-Tot;0;;25.0;mg/l;Fair;
ZAF00164;2013-02-16;14:35;0.0;Alk-Tot;0;;27.651;mg/l;Fair;
ZAF00164;2013-03-06;12:00;0.0;Alk-Tot;0;;27.8;mg/l;Fair;
ZAF00164;2013-03-22;12:00;0.0;Alk-Tot;0;;34.8;mg/l;Fair;
ZAF00164;2013-04-15;13:25;0.0;Alk-Tot;0;;33.56;mg/l;Fair;
ZAF00164;2013-05-02;12:00;0.0;Alk-Tot;0;;32.7;mg/l;Fair;
ZAF00164;2013-05-15;12:00;0.0;Alk-Tot;0;;32.4;mg/l;Fair;
ZAF00164;2013-06-10;13:38;0.0;Alk-Tot;0;;50.533;mg/l;Fair;
ZAF00164;2013-07-08;12:30;0.0;Alk-Tot;0;;31.93;mg/l;Fair;
ZAF00164;2013-07-25;12:00;0.0;Alk-Tot;0;;41.0;mg/l;Fair;
ZAF00164;2013-08-05;13:55;0.0;Alk-Tot;0;;43.464;mg/l;Fair;
ZAF00164;2013-08-30;12:00;0.0;Alk-Tot;0;;46.3;mg/l;Fair;
ZAF00164;2013-09-05;12:00;0.0;Alk-Tot;0;;47.4;mg/l;Fair;
ZAF00164;2013-09-30;12:05;0.0;Alk-Tot;0;;53.005;mg/l;Fair;
ZAF00164;2013-10-17;12:00;0.0;Alk-Tot;0;;53.5;mg/l;Fair;
ZAF00164;2013-11-01;12:00;0.0;Alk-Tot;0;;34.8;mg/l;Fair;
ZAF00164;2013-11-25;12:28;0.0;Alk-Tot;0;;39.16;mg/l;Fair;
ZAF00164;2013-12-12;12:00;0.0;Alk-Tot;0;;17.5;mg/l;Fair;
ZAF00164;2014-01-08;12:00;0.0;Alk-Tot;0;;27.9;mg/l;Fair;
ZAF00164;2014-02-05;12:00;0.0;Alk-Tot;0;;24.8;mg/l;Fair;
ZAF00164;2014-02-24;10:00;0.0;Alk-Tot;0;;29.212;mg/l;Fair;
ZAF00164;2014-03-20;12:00;0.0;Alk-Tot;0;;27.6;mg/l;Fair;
ZAF00164;2014-04-02;12:00;0.0;Alk-Tot;0;;34.1;mg/l;Fair;
ZAF00164;2014-04-21;12:48;0.0;Alk-Tot;0;;37.715;mg/l;Fair;
ZAF00164;2014-05-14;12:00;0.0;Alk-Tot;0;;41.8;mg/l;Fair;
ZAF00164;2014-05-28;12:00;0.0;Alk-Tot;0;;41.2;mg/l;Fair;
ZAF00164;2014-06-16;11:10;0.0;Alk-Tot;0;;44.744;mg/l;Fair;
ZAF00164;2014-07-14;14:43;0.0;Alk-Tot;0;;45.77;mg/l;Fair;
ZAF00164;2014-07-25;12:00;0.0;Alk-Tot;0;;43.8;mg/l;Fair;
ZAF00164;2014-08-11;13:30;0.0;Alk-Tot;0;;40.624;mg/l;Fair;
ZAF00164;2014-08-29;12:00;0.0;Alk-Tot;0;;47.0;mg/l;Fair;
ZAF00164;2014-09-08;13:51;0.0;Alk-Tot;0;;46.378;mg/l;Fair;
ZAF00164;2015-05-15;12:00;0.0;Alk-Tot;0;;37.2;mg/l;Fair;
ZAF00164;2015-04-20;13:27;0.0;Alk-Tot;0;;31.693;mg/l;Fair;
ZAF00164;2015-04-02;12:00;0.0;Alk-Tot;0;;30.1;mg/l;Fair;
ZAF00164;2015-03-20;12:00;0.0;Alk-Tot;0;;23.0;mg/l;Fair;
ZAF00164;2015-02-23;14:15;0.0;Alk-Tot;0;;27.902;mg/l;Fair;
ZAF00164;2015-02-06;12:00;0.0;Alk-Tot;0;;25.2;mg/l;Fair;
